"","Builder","Pair","Model","Rater","RaterAge","RaterGender","RaterEduYears","RaterEduArea","RaterEnglishSkills","ConceptAttributed","Clarity","Originality","Condition","Order","Concept","Accuracy","BuilderAgeYears","BuilderEduArea","BuilderEduYears","BuilderBaseRapport","BuilderEQ","BuilderSQ","BuilderIndividualEnjoyment","BuilderCollectiveEnjoyment","BuilderIndividualClarity","BuilderCollectiveClarity","BuilderIndividualCreativity","BuilderCollectiveCreativity","CoBuilderEQ","CoBuilderSQ","BuilderCollectiveEQ","BuilderCollectiveSQ","BuilderGender"
"2683",25,14,"55",93,26,"Female",17,"Health",4,"Knowledge",3,3,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684",25,14,"55",40,29,"Male",17,"Technology",5,"Trust",4,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",25,14,"55",28,25,"Male",15,"Natural Sciences",5,"",NA,NA,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686",25,14,"55",3,27,"Female",19,"Humanities",4,"Responsibility",4,2,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",25,14,"55",98,24,"Male",18,"Humanities",5,"Responsibility",4,3,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688",25,14,"55",45,32,"Male",22,"Technology",5,"Trust",4,2,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",25,14,"55",13,27,"Female",19,"Journalism",6,"",NA,NA,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690",25,14,"55",52,28,"Male",21,"Technology",5,"Fairness",5,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691",25,14,"55",37,26,"Other",22,"Social Sciences",6,"Fairness",2,3,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692",25,14,"55",54,21,"Male",13,"Humanities",5,"Trust",3,3,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693",25,14,"55",26,22,"Male",16,"Humanities",5,"Trust",5,3,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694",25,14,"55",29,25,"Male",12,"Technology",3,"Fairness",5,5,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695",25,14,"55",1,52,"Male",45,"Technology",6,"Trust",5,3,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696",25,14,"55",15,23,"Female",17,"Social Sciences",5,"Trust",5,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697",25,14,"55",2,18,"Male",13,"Technology",6,"Responsibility",4,4,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698",25,14,"55",73,27,"Male",21,"Natural Sciences",6,"Trust",4,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699",25,14,"55",34,29,"Male",18,"Social Sciences",6,"Trust",6,5,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700",25,14,"55",51,21,"Female",14,"Humanities",4,"Trust",6,5,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",25,14,"55",104,21,"Male",17,"Technology",6,"Trust",1,5,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702",25,14,"55",53,26,"Female",21,"Humanities",5,"Responsibility",1,4,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703",25,14,"55",101,39,"Female",20,"Natural Sciences",5,"",NA,NA,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704",25,14,"55",4,NA,"Male",15,"Social Sciences",5,"Responsibility",5,2,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",25,14,"55",48,25,"Female",20,"Natural Sciences",5,"Responsibility",3,4,"Collective",1,"Responsibility",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706",25,14,"55",46,20,"agender",16,"Humanities",6,"Fairness",5,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",25,14,"55",72,35,"Male",16,"Social Sciences",5,"Trust",4,4,"Collective",1,"Responsibility",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708",26,41,"39",36,25,"Other",16,"Humanities",5,"Responsibility",3,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",26,41,"39",55,25,"Male",17,"Humanities",6,"Knowledge",5,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710",26,41,"39",41,20,"Female",14,"Humanities",5,"Knowledge",2,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711",26,41,"39",37,26,"Other",22,"Social Sciences",6,"Knowledge",4,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",26,41,"39",28,25,"Male",15,"Natural Sciences",5,"Responsibility",3,2,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",26,41,"39",74,29,"Male",18,"Natural Sciences",4,"Knowledge",2,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714",26,41,"39",38,24,"Female",18,"Humanities",5,"Knowledge",2,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715",26,41,"39",32,22,"Male",NA,"Technology",5,"Knowledge",2,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716",26,41,"39",89,24,"Female",17,"Humanities",6,"Knowledge",2,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717",26,41,"39",8,26,"Female",14,"High School",4,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718",26,41,"39",22,26,"Female",19,"Humanities",6,"Responsibility",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719",26,41,"39",10,23,"Male",16,"Humanities",5,"Responsibility",2,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720",26,41,"39",77,25,"Female",18,"Humanities",3,"Knowledge",1,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721",26,41,"39",39,25,"Female",18,"Humanities",5,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722",26,41,"39",51,21,"Female",14,"Humanities",4,"Trust",2,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723",26,41,"39",92,18,"Male",15,"IT",3,"Fairness",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724",26,41,"39",12,25,"Female",18,"Humanities",6,"Responsibility",2,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725",26,41,"39",1,52,"Male",45,"Technology",6,"Responsibility",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726",26,41,"39",13,27,"Female",19,"Journalism",6,"",NA,NA,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727",26,41,"39",67,41,"Female",41,"Natural Sciences",6,"Responsibility",2,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728",26,41,"39",70,27,"Male",20,"Technology",5,"Responsibility",2,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729",26,41,"39",68,38,"Male",21,"Humanities",6,"Responsibility",2,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730",26,41,"39",57,32,"Female",19,"Humanities",4,"Responsibility",2,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731",26,41,"39",58,21,"Female",15,"Humanities",5,"Knowledge",3,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732",26,41,"39",7,57,"Female",14,"Social Sciences",3,"Responsibility",2,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733",26,41,"39",34,29,"Male",18,"Social Sciences",6,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734",26,41,"39",9,28,"Male",NA,"Humanities",4,"Knowledge",1,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735",26,41,"39",104,21,"Male",17,"Technology",6,"Knowledge",2,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736",26,41,"39",11,19,"Female",14,"Natural Sciences",4,"Trust",1,1,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737",26,41,"39",80,27,"Female",16,"Humanities",6,"Knowledge",3,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738",26,41,"39",40,29,"Male",17,"Technology",5,"Knowledge",3,2,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",26,41,"39",14,23,"Male",16,"Humanities",5,"Responsibility",2,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",26,41,"39",96,32,"Female",19,"Humanities",4,"Fairness",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",26,41,"39",71,25,"Male",16,"Social Sciences",6,"Responsibility",1,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742",26,41,"39",4,NA,"Male",15,"Social Sciences",5,"",1,2,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",26,41,"39",85,27,"Male",20,"Natural Sciences",5,"Fairness",5,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744",26,41,"39",25,22,"Male",18,"Health",5,"Knowledge",1,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745",26,41,"39",84,24,"Male",18,"Humanities",6,"Knowledge",3,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746",26,41,"39",29,25,"Male",12,"Technology",3,"Knowledge",4,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747",26,41,"39",83,22,"Male",14.5,"Humanities",6,"Knowledge",5,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748",26,41,"39",43,28,"Male",14,"Health",6,"Knowledge",6,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749",26,41,"39",23,25,"Female",17,"Humanities",6,"Knowledge",3,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750",26,41,"39",44,42,"Male",14,"Technology",3,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751",26,41,"39",72,35,"Male",16,"Social Sciences",5,"Knowledge",4,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752",26,41,"39",75,28,"Male",25,"Humanities",5,"Knowledge",5,1,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753",26,41,"39",102,36,"Female",13,"Advertisment",2,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754",26,41,"39",103,37,"Male",17,"Natural Sciences",6,"Knowledge",5,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755",26,41,"39",50,23,"Female",16,"Social Sciences",5,"Responsibility",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756",26,41,"39",24,32,"Female",12,"High School",6,"Fairness",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757",26,41,"39",52,28,"Male",21,"Technology",5,"Responsibility",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758",26,41,"39",27,28,"Male",20,"Law",5,"Trust",5,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759",26,41,"39",19,24,"Female",16,"Humanities",5,"Fairness",5,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760",26,41,"39",46,20,"agender",16,"Humanities",6,"Responsibility",2,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761",26,41,"39",76,45,"Female",12,"Technology",4,"Knowledge",3,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",26,41,"39",63,27,"Female",20,"Humanities",4,"Knowledge",2,2,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763",26,41,"39",35,22,"Female",16,"Humanities",5,"Knowledge",3,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764",26,41,"39",91,29,"Male",14,"Humanities",6,"Responsibility",1,2,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765",26,41,"39",105,29,"Male",20,"Humanities",5,"Knowledge",6,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766",26,41,"39",42,30,"Female",25,"Social Sciences",6,"Knowledge",4,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767",26,41,"39",66,25,"Female",17,"Health",5,"Knowledge",1,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768",26,41,"39",82,23,"Female",15,"Technology",5,"Fairness",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769",26,41,"39",81,15,"Male",11,"Technology",6,"Responsibility",2,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770",26,41,"39",108,24,"Male",17,"Technology",5,"Knowledge",5,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771",26,41,"39",97,24,"Other",18,"Humanities",6,"Fairness",1,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772",26,41,"39",5,38,"Female",21,"Natural Sciences",6,"Knowledge",3,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773",26,41,"39",33,28,"Male",14,"Technology",6,"Knowledge",4,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774",26,41,"39",49,21,"Female",14,"Humanities",5,"Knowledge",2,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775",26,41,"39",100,19,"Male",13,"Technology",6,"Responsibility",4,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776",26,41,"39",48,25,"Female",20,"Natural Sciences",5,"Knowledge",1,2,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777",26,41,"39",64,33,"Female",16,"Health",6,"Responsibility",3,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778",26,41,"39",78,54,"Female",21,"Humanities",5,"Responsibility",3,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779",26,41,"39",26,22,"Male",16,"Humanities",5,"Responsibility",1,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780",26,41,"39",53,26,"Female",21,"Humanities",5,"Knowledge",1,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781",26,41,"39",69,25,"Male",13,"Humanities",3,"Fairness",1,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",26,41,"39",107,22,"Female",16,"Natural Sciences",5,"Responsibility",1,4,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783",26,41,"39",62,25,"Male",19,"Technology",4,"Fairness",1,5,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784",26,41,"39",60,30,"Male",22,"Technology",6,"Knowledge",2,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785",26,41,"39",20,24,"Male",17,"Technology",5,"Knowledge",1,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786",26,41,"39",54,21,"Male",13,"Humanities",5,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787",26,41,"39",30,28,"Female",22,"Humanities",5,"Knowledge",2,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788",26,41,"39",2,18,"Male",13,"Technology",6,"Knowledge",4,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789",26,41,"39",31,23,"Male",15,"Social Sciences",5,"Knowledge",3,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790",26,41,"39",56,57,"Male",16,"Humanities",4,"Knowledge",1,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791",26,41,"39",21,24,"Female",15,"Technology",4,"Knowledge",6,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792",26,41,"39",61,28,"Male",19,"Humanities",5,"Knowledge",1,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793",26,41,"39",47,28,"Female",20,"Humanities",6,"Knowledge",1,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794",26,41,"39",3,27,"Female",19,"Humanities",4,"Knowledge",1,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795",26,41,"39",15,23,"Female",17,"Social Sciences",5,"Knowledge",3,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796",26,41,"39",45,32,"Male",22,"Technology",5,"Trust",1,2,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797",26,41,"39",73,27,"Male",21,"Natural Sciences",6,"Knowledge",2,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798",26,41,"39",86,30,"Male",14,"Technology",6,"Knowledge",6,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799",26,41,"39",88,58,"Male",23,"Health",4,"Fairness",1,6,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800",26,41,"39",98,24,"Male",18,"Humanities",5,"Knowledge",3,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801",26,41,"39",87,22,"Male",13,"Health",6,"Knowledge",3,4,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802",26,41,"39",79,24,"Female",17,"Social Sciences",4,"Knowledge",1,3,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803",26,41,"39",17,24,"Female",16.5,"Social Sciences",4,"Knowledge",3,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804",26,41,"39",94,28,"Female",18,"Social Sciences",5,"Responsibility",4,3,"Collective",2,"Knowledge",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805",26,41,"39",106,28,"Male",15,"Humanities",5,"Knowledge",2,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806",26,41,"39",95,25,"Female",19,"Humanities",5,"Knowledge",4,5,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807",26,41,"39",101,39,"Female",20,"Natural Sciences",5,"Knowledge",5,2,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808",26,41,"39",6,24,"Female",16,"Natural Sciences",5,"Knowledge",1,2,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809",26,41,"39",99,26,"Female",20,"Humanities",6,"Knowledge",1,6,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810",26,41,"39",16,29,"Female",22,"Health, Humanities and Social Sciences",6,"Knowledge",4,NA,"Collective",2,"Knowledge",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
